"scCv2|GABAergic" "scCv2|Glutamatergic" "scCv2|Other" "scCv3|GABAergic" "scCv3|Glutamatergic" "scCv3|Other" "scSS|GABAergic" "scSS|Glutamatergic" "scSS|Other" "snCv2|GABAergic" "snCv2|Glutamatergic" "snCv2|Other" "snCv3M|GABAergic" "snCv3M|Glutamatergic" "snCv3M|Other" "snCv3Z|GABAergic" "snCv3Z|Glutamatergic" "snCv3Z|Other" "snSS|GABAergic" "snSS|Glutamatergic" "snSS|Other"
"Bin3" -701.560245815822 -634.416555695682 -13.2886090891014 -232.991426888052 -325.180874897458 -13.897822636848 -44.8657246133826 32.1884278867509 -0.637013850644868 -160.598456476664 -313.260848592423 -7.41534456774062 -439.62156350806 -660.276600814727 -756.046143859734 -156.618518936876 -219.582611163896 -4.74817240808851 -32.2967551233321 -2.9823925029275 -2.48061316947541
"Birc2" -263.400127440675 -143.889133464917 5.2460121723347 18.5297732438379 739.137819747866 10.2500050619781 30.6483441907346 153.045692451076 0.552276027140095 -93.9406683933777 -112.948850459338 -5.47356858964752 231.407623788477 2551.89447757829 543.678500819731 52.069253461051 873.837732127863 4.61071000140957 20.9689426439827 100.238977146251 1.20525847794223
"Bmp1" -901.738491730517 -1014.4639548101 -0.298771539947345 -321.323068359913 -225.704259851173 11.4814792504321 -73.6263149251291 7.17260623899239 0.0732011429952277 -176.320781241056 621.115533551865 2.88986652336748 -621.22806675031 -1373.11169570676 -534.666948662184 -191.488865879984 -215.884666096662 -0.689426030447433 -43.942506670608 73.1291337657047 3.0186181555429
"Brwd3" -354.630141842636 -204.131542513683 -4.45567360651724 8.35926764554345 973.857718048429 3.55469911555373 -55.2415120261311 -81.1211512245149 -0.236502096274644 -139.764422445468 -363.777309330726 -9.15452765392107 -31.9028173246681 1191.13651906018 -104.609665458795 -34.1885605588116 510.418124601289 -3.03559775178207 -29.0732521867356 -26.7730422268688 -2.86257510522315
"Btbd11" 1546.8127637868 -2988.74752910199 -21.1414709681873 467.461001551475 -2989.70581173381 -32.4095148373953 92.5042829617709 -204.164324581095 -0.733186564255688 292.976021744594 -1241.84404881774 -11.7238792030808 1012.23237119192 -3270.38950640758 -1114.9084876673 403.253893814063 -1014.80320166465 -6.91871768720005 25.9712596938626 -123.630872127057 -4.34811660584034
"Btbd3" 756.488231294317 2000.56516102212 -3.86178855428653 233.931745808106 2413.29764988337 13.9497448640195 86.3829798034683 72.9848734309441 1.60471989572835 -71.4955323363642 -581.596978480163 -6.1601161650988 404.441917181236 918.90925905804 434.568224692774 54.4892261341275 -81.5270615208308 -2.89936102917634 26.0866459852705 -30.6331277157631 -0.667547716723766
"C2cd3" -111.397292985513 924.37724630142 2.04010968725244 10.4665452203161 1211.52700273115 14.9617800515743 -36.6291911616225 -33.6546958975736 -0.305648815484994 -92.0473054328125 104.899567241149 -2.88359206951655 -68.4756550635027 980.516528451799 156.303919966727 -54.1547290792217 428.663642610197 -0.378109037042579 -24.5210725512091 -22.1258042241595 -0.853436185256498
"C730002L08Rik" -964.004982878433 -194.562693612636 -24.0141469174889 -392.75510367679 -708.662615133296 -41.6048878670346 -84.1618594475594 208.042163679771 -0.819250439063221 -157.84693130812 612.517064535313 -4.52492819091762 -654.57422592506 -903.653564252926 -1122.93312659404 -205.087002912872 -433.378407208919 -7.69933720598119 -51.3209715889146 167.473870254859 -3.26626806984567
"Calb1" -24.0519973393678 -118.315805350965 -21.8207791489775 -155.527799792086 338.878920143242 -29.3799668334075 3.14547153372793 53.310894823669 -0.79263319109949 11.6361961758702 49.0676168376889 -5.60212801479574 -33.9846434718566 -38.5046216845873 -767.474341831567 -118.206772842479 -184.112450896804 -8.05083573289035 16.5268911785891 19.3003507762309 -3.09964529987215
"Camk2d" 1713.48937412077 2024.78826098838 46.3944385518653 563.587228282776 1296.75130861085 71.5049287482307 130.773230985427 81.1564143822649 3.06356723857195 193.560537299402 877.473332520873 8.66765426030395 686.368220641857 1302.53251674655 2186.8775460682 303.663555994303 465.053397293674 22.1602582735715 92.3374550195359 80.3205169007025 7.64426397342528
"Capn2" 10.1477709650557 -1310.55403714938 8.78726537485384 -27.7554624808137 -1213.03073784092 32.7539321378175 55.3988852429277 -37.5417074269624 1.49008874233294 72.8691534968588 -481.93768804605 -0.492473625608012 -8.57921447008544 -1822.02807292456 618.920773232077 49.9504632612271 -416.112596620893 -0.321962561172008 26.6403765923532 -21.3892264260635 0.83656243423371
"Car4" -397.417427426512 -1598.46580163827 -12.6912789190577 -43.4510899533833 -1092.69061215307 -14.542195688572 11.6425695455991 18.8288597802803 3.40983131297083 -77.4372738646017 -501.190868266768 -6.17652981694877 -336.489058711209 -698.97851493346 -766.028234130624 -150.869498783641 -719.23344188598 -6.21375167348989 6.78901506569334 -31.4003540471392 -2.69983913839566
"Cd34" -701.328649859705 2262.98381092227 -8.32854140392948 -200.056627306875 2424.79204054504 -7.37871723647695 -45.9843951329134 247.746246589088 0.698813449131717 -169.753769394816 427.95793927504 -7.04509208847848 -534.171262530523 1062.43882426994 -732.783265546005 -200.724378980509 19.2929879937033 -5.03968926548969 -25.8173470950281 118.562576455427 -2.43681147163251
"Cdc14b" 505.935938499536 947.616118694615 -6.6490033373427 215.098243720046 1017.45655771854 -1.69484481658562 -31.3235289045932 -102.250015869574 -0.634979448081554 96.1374795727429 422.096290007327 -3.57556407130263 478.988560227669 1514.97705314598 -305.457176349939 168.220177746028 639.727723642747 -0.45141316600436 1.18453770593702 -15.2060716717595 -2.72436280536143
"Cdh13" 1171.43099676356 1587.63735188106 3.59550800429105 356.198663724493 496.195065616564 2.84443671708406 59.3672327663206 41.0213314601001 -0.930473105553608 340.877337392812 777.919875650356 -3.23738246952235 767.496528990028 927.769412525597 -281.900680602199 341.486556160543 614.985192035478 0.159179834833071 39.3010471900157 1.96763443939768 -2.79144494529774
"Cdh7" 69.482028463898 -106.38893516789 -22.8212971097364 2.39245970609752 419.587913108299 -37.3710083851162 -22.7476695489626 -121.014497127915 -0.930473105553608 176.487878262012 815.954075553557 -8.35084241004955 285.547720761545 476.41880922018 -1318.91183382081 153.841865172676 399.028410383635 -7.73494726568419 1.600665522464 -64.7622640365557 -4.06150359278932
"Cemip" 128.717466714929 -498.086795381346 -22.7421929634488 -77.3376678454737 44.9450778385494 -40.4724112585495 -22.495353907606 -126.915022086084 -0.33113942136481 289.464466233704 167.721416721862 -11.3073860926962 377.423016620049 585.660957259898 -1198.71060236441 251.450742779678 210.344673229838 -7.01319595552788 18.8653252838673 -41.2307744355272 -4.14545419326076
"Cep192" -382.633808018621 -1845.4534476768 -7.76004890397214 -135.224409171621 -1664.1954536688 -10.088871170894 -38.0859076558318 -105.70338643584 0.193554803521535 -66.287232230246 -538.717424534783 -5.11073043837108 -151.462915789213 -1379.45906135409 -281.993651380596 -52.9479598690798 -310.12173532178 -1.48086176620189 7.1938939817304 -8.16426572801923 4.40605454088928
"Cep85" -616.811302305289 -836.095212940934 -12.6249019723438 -205.604503394412 -527.781446788958 -14.063191065014 -52.1861513384555 -44.219878266642 -0.672759020396201 -136.105017324913 -231.634955250393 -6.11008839321682 -349.738444802557 -991.485846333707 -575.076074009553 -130.734471970032 -292.628710271366 -4.87922353753705 -30.1233306935289 -19.3397459072859 0.487335348301861
"Cep89" -685.618975092824 -864.09011899605 -18.8964478883843 -215.528339494035 -550.868608179013 -22.4791259418965 -51.8220317408976 -1.18511204057682 -0.0296235299203922 -141.280595766077 81.376133068637 -8.87627255926019 -363.0207015915 433.271301761687 -781.938885038707 -145.504075333916 153.708081212251 -5.17414245004656 -29.5867725364568 44.4583881544228 -3.02503415343511
"Cerk" 689.170102930672 38.7940405042244 25.7747349907543 257.500708318361 119.275387968398 46.0380361589632 60.9311826821712 -34.8799378460886 0.0381649841828707 54.3786897734287 -171.963703948702 7.99476032987544 553.477725815 497.089233932608 2328.08311999335 100.119787508363 -100.85796957886 8.62305431198427 6.09468938628082 -58.4806495310515 0.351057865072197
"Chn2" 10.6479346366635 2215.08608824459 50.1374874073081 17.4430868801773 1913.0024954945 76.8027966112912 -5.5473878585653 10.4988411764285 -0.386096543888743 -113.311311759641 -599.013834365143 3.06731207974289 -1.80369812624366 878.983679003644 2275.85481670096 -82.0548059337797 -316.839413530547 5.69663942971235 -16.9864939664534 -60.1092703065005 12.1152392815081
"Chrm2" -507.955618953312 748.967252370268 -23.4714635045178 -210.40251532713 1021.36246239001 -36.720959044779 -58.6992858093659 -58.2007672664543 -0.930473105553608 -83.795030028439 95.1900529884662 -12.2883023149597 -197.859426115429 111.637380956186 -1318.23599337717 -45.8806980642568 435.71834736413 -8.41297768807572 -33.9489914969386 -71.0956868467695 -4.47893672386416
"Cnih3" -78.1325902496037 4580.45880235686 -19.2046345126041 7.65438569537956 2791.96022710086 -29.2568718240336 3.00544045310833 203.719610192693 -0.827273806963801 -110.00695001942 680.681016573936 -10.293204186371 -340.214672292132 652.938679111985 -1248.0372882044 -142.050384746107 93.7674575879202 -8.4602229762969 -26.2209741931198 32.6017092301876 -3.84457865204319
"Cntnap4" 665.763872528667 7.36405907375961 -23.3094869172572 82.200965353156 -590.51537254664 -38.017763721489 20.2554274897108 -78.721594194693 -0.930473105553608 270.186841619666 -461.357157349818 -11.1487101355989 675.485158855518 -100.601673371887 -1313.30571009652 342.019173703176 -84.4316126345596 -6.75834935710009 16.2846570865362 -59.8222620343469 -4.38573685339286
"Cntnap5c" 1113.2514224003 -2115.43267357832 -21.6713574311841 257.323165114151 -1834.21199203428 -37.739714252019 63.3884715765723 -164.876398138596 -0.930473105553608 449.293281590683 -155.958552807251 -11.5552439949867 853.429614810189 -1017.36108374929 -1242.78211104632 377.785259541269 -87.9817284209704 -6.26770574329522 94.3744926909019 -51.6603474837146 -2.92175949464504
"Col11a1" -819.528598930589 -2638.5673785378 -21.6393061628857 -321.751781027097 -2185.4061762829 -32.5338484255215 -58.9570003500788 -161.070642029631 -0.788672491310816 -85.5137428658125 -688.314562513192 -9.34035621495493 -335.284311345814 -2424.10065251284 -1029.55329007178 -25.6116842104712 -428.953797141555 -7.5738474625152 -1.93711222491384 -54.5979122317866 -3.74795053738678
"Col12a1" -929.192478799473 -234.676061365082 -23.4001039781277 -368.498216601398 -917.139045527909 -40.1218759678929 -87.2358176811016 0.59634956537796 0.240331831925275 -202.615335900326 -322.522492560891 -11.2076805668668 -637.485102511948 -1645.77349300343 -1246.80179826315 -208.047999682945 -97.082888188844 -7.60233996560794 -50.6726712680295 36.2351156617063 -4.50539525191157
"Col19a1" 1204.0634067985 851.098564175062 -21.8786938736021 249.220084405787 994.218639034924 -34.4421827717525 74.9652252330666 9.98614653654472 -0.501294950079954 500.03246271863 1243.23808152844 -10.9857252473432 856.792810318315 1938.95288011952 -1305.17553399677 410.059063713113 904.207912218685 -7.33492293013336 108.37709368104 62.4452722197271 -3.38921807604879
"Col4a2" -574.383738570666 -637.157676446931 -7.62400389665936 -76.068839809252 872.046085655816 6.71900121950714 -32.7150646042144 0.52810710377586 2.59971230113104 -138.817888113802 34.4349396230247 -8.62628035028905 -220.16675931911 1978.98699772825 -427.770903640244 -71.3294706771788 714.596156349807 0.240859696442868 6.06154376456437 124.084070483768 -2.64763592263666
"Coro6" -23.467320587744 -2410.39378229446 -24.1897865220508 -5.41173697315107 -2033.43915852272 -35.291394372235 12.2372106954872 -130.234025170709 -0.930473105553608 566.072557352753 537.287254035437 -7.6236477516515 212.919318259907 -1858.91700816259 -1316.93661244781 207.113287087565 -175.117801604718 -5.05713140701882 72.0227852106333 -4.42145540121231 -3.55389325137101
"Cpne5" -240.997349700585 3394.64733072026 -21.9442705689847 -95.2924025094722 2604.12889079048 -27.8523861023896 -25.0086124492749 117.928838482652 -0.682266272554283 -97.2473075929128 749.294293426896 -8.95466291353889 -282.909294163639 2770.52077709237 -1142.3093722242 -127.434242760994 452.206667029287 -8.09908494204556 -24.7419897160939 74.3568308345745 -3.64229169001527
"Cpne8" -390.543397354062 2774.46885195524 -8.74145402449574 -72.5355259671788 2153.16242348699 -9.79342522254746 -30.3525442811419 146.310914870994 0.0994635110538119 -127.977122135984 875.643482452161 -7.10581262736725 -364.237181970753 1839.13632262858 -576.095546744856 -111.551185304846 955.443036233729 -0.829042028751903 -5.74885691091094 92.8641966987028 -0.0366965369095951
"Cpne9" -872.957234580498 2097.44472258471 -21.4140278632223 -307.104327510627 2372.69793911794 -33.1748987685957 -67.7086205489172 180.509916254184 -0.749981432988276 -177.570823387761 1260.40124264988 -10.6224264519995 -572.59533380804 2179.57437474739 -1193.84317534705 -185.32274558211 820.596632883201 -6.80367240843106 -41.7819072966992 164.790667599749 -2.34276571567839
"Cpsf3" -517.034267477728 -1145.2680686492 -10.840714676717 -148.190358014577 -928.38147069851 -12.9844879216508 83.4000638019886 236.957400753072 1.74414645618265 -90.9204909131098 -298.892016805666 -7.24032063976618 -173.928988519841 -350.09906814112 -305.812719117472 -109.748281844215 -337.661702283145 -4.77989400050365 28.6049990738795 81.3731900127344 1.50628265368998
"Crtac1" 130.844709139769 -272.564243873474 -19.3944782040413 70.0587363356293 329.883143454126 -24.1420446002022 79.636141475851 135.33976670781 -0.819614484021589 140.578848225697 -5.68242073236105 -5.85538851746709 240.996950547657 -327.907920485812 -1085.90901582138 104.091057408493 -73.296401056405 -7.85179370375628 74.5992388393901 25.928031430989 -3.25286853051299
"Csdc2" 1224.28832205347 1581.64520959027 6.04114552737648 339.40561343546 848.413316610885 -2.34448250093393 164.623937024894 174.43627049705 0.977352580223982 122.824127245365 336.223668233931 8.69526723656479 31.4816851030209 -1096.7037456182 18.1858122955169 -66.8778924588109 -653.364659255692 -2.00573546958715 56.0765306212842 59.4744789437967 0.993915276670633
"Cthrc1" -445.732193506441 -1850.65820505462 -16.7275738588762 -239.796340835319 -1845.55668606345 -24.5013565167495 22.9227205480882 -31.3474208277409 0.627260835810736 -17.5842387286988 -658.870170501032 -7.17939844705736 -97.9198589466225 -1564.92252120914 -769.36481908183 -92.2949773730243 -658.913504735429 -4.92322673623573 0.898496420744011 -55.9428510338815 -3.18351691411629
"Ctnna1" -531.582399551497 -205.445312665241 20.8196665422927 -103.070881132678 980.170599329126 51.7410263633778 4.89286902441468 114.745688751676 2.15391329316656 -134.151925927559 -544.594611579432 3.54510450915455 -60.0011667471666 1005.69133480477 1907.41597122718 -83.883102997842 -139.681605136891 7.82968566842566 -4.37493016787563 35.4498354611387 3.08834794447379
