"scCv2|GABAergic" "scCv2|Glutamatergic" "scCv2|Other" "scCv3|GABAergic" "scCv3|Glutamatergic" "scCv3|Other" "scSS|GABAergic" "scSS|Glutamatergic" "scSS|Other" "snCv2|GABAergic" "snCv2|Glutamatergic" "snCv2|Other" "snCv3M|GABAergic" "snCv3M|Glutamatergic" "snCv3M|Other" "snCv3Z|GABAergic" "snCv3Z|Glutamatergic" "snCv3Z|Other" "snSS|GABAergic" "snSS|Glutamatergic" "snSS|Other"
"Ctnnal1" -358.750485915063 -31.24087956143 5.39373965039276 7.6163243421084 645.412805439926 11.0508719226773 -34.9523822738029 -7.10551944548351 -0.126642236232695 -120.014560766944 -20.9052366332118 -1.45538453692957 -50.3858836134379 1906.31999508145 268.144278669359 -6.67366503332907 1089.92482906503 3.96547369837038 1.22220042467508 109.461467183757 3.25360131015094
"Cul4b" -720.484947894724 -1108.89517516228 -14.4432070279456 -201.857602501909 -1170.58982021722 -20.0687754396425 31.65215971452 100.638958099621 0.044487452842944 -80.0498117366673 634.877137520528 3.17644657020223 -262.661666608702 -1264.71912254957 -606.346503320928 -130.397277574905 -293.860840243318 -1.99472644055134 -3.98129168813018 -31.2081039362378 -1.87150566796504
"Cyp7b1" -671.750531012337 -260.113091099257 5.59949711662159 -200.127364419796 313.016000191454 0.248492695345341 -67.1270156276906 -21.0841766237442 0.723411847701148 -148.790701165225 93.7706693923973 -2.05801171006081 -360.515534155282 823.821257046989 491.866986256336 -133.057861448355 441.581764600089 1.81133281852385 -47.9027589626086 -70.2909834116783 -1.48643820279207
"Ddit4l" -964.397692385494 -1662.86082292473 -9.92533472008952 -370.87375798533 -1068.30897523605 -18.2719166151218 -76.2134056438849 -67.65467327121 2.47621604986295 -205.064620646008 -392.978329724046 -1.39678746247443 -632.73358985629 -2017.95261003394 -715.2912900568 -214.06267627629 -522.186003667045 -3.58173546572036 -51.6284716147372 -67.6310594860344 0.0480357664255647
"Deptor" 89.3721518323654 2126.14158666609 -8.12564483842504 94.9851535788528 1114.30354846614 -16.9419864846879 9.5393428654588 68.4520761374804 -0.445629363961515 -18.8892582245039 785.760277111766 -7.49340924810883 -78.7255701621002 858.879107233001 -254.373371478807 26.8307163817493 536.181938904177 -1.12791979008617 -15.9497856053711 -3.30809941448846 -4.29573266922277
"Dgkg" 1219.2216354952 1506.66903714767 -19.108138736643 429.716589402867 741.426041912505 -32.4840783812334 80.8024212369385 59.4833832849219 0.966674923289074 91.322833995022 -127.64751398118 -10.6617689969604 590.109370590145 1961.25926512491 -1207.77590347869 148.856712024486 173.291769312563 -6.83108733944048 43.681656114453 2.86871960051533 -3.87594823500107
"Dlx1as" 1648.85181669053 -2989.17646479141 -22.4071613229564 483.201888520704 -2974.47597630904 -37.6569774446047 107.824238598396 -208.770789808298 -0.930473105553608 222.7678761364 -1189.1546491811 -9.95461520136135 701.513712961904 -3116.84499814837 -1097.23984661767 151.80381861813 -958.434842596155 -6.57978294982457 60.0434961689253 -124.738770018637 -4.67226948101162
"Dlx6os1" 1909.47356841216 -3031.50799337853 -23.5217461979648 628.230193474545 -3029.73788521287 -38.4809831135363 144.795622035879 -206.243907028903 -0.930473105553608 403.207912355691 -1270.73817330911 -11.8814009526262 1116.87399927435 -3382.03893157448 -1320.66504235139 430.964915450747 -1033.32719047018 -8.71048292786596 113.108216239499 -121.419214359505 -4.33479411854307
"Dner" 2425.01139516708 276.236583417308 22.0360619601823 703.361079400535 233.169751506316 36.4617442034982 204.084654001205 76.7359495336493 -0.77711803482094 528.864124608236 -88.6018834887049 3.27825282959066 1314.02753569041 -274.636287896427 761.182027309083 503.580954576647 -109.607282187424 6.64827224570458 144.157585967355 -36.9792159697561 2.17440741217205
"Dock10" 207.402737824268 -2150.19879137653 74.8479546044886 173.064566387713 -1888.3977757856 86.2429952639954 -32.6684041270057 -165.345993798876 0.738091667332135 -76.1550682949226 -709.993178710867 50.6203049988345 -73.10036827477 -1887.33779478482 4314.78224901607 -29.9515380912991 -487.803286317516 31.0346319487612 -15.9378094616546 -101.995421217407 19.1487942773334
"Dok5" -116.859412677743 1208.93970981112 -7.96397786377565 10.8673556597309 1481.75189300862 -12.8233243395295 42.8196882620087 259.139743733042 -0.679765141421174 -75.1433891043354 108.276842335089 -6.53460166620317 66.2511441198972 1795.43557788384 -552.312087245865 31.652105738215 722.658644892357 -1.89347413090228 -10.4198938370256 31.1916392522328 -3.55279268384115
"E130308A19Rik" 96.9206820923694 306.727535100912 33.7935222238779 156.190173553766 888.762441052367 57.7952822679865 -49.336462081844 -90.7066009499218 0.697154727755693 -116.129994628814 -180.631147826437 2.35206443010776 -132.739008137027 786.923206827814 1911.04632413623 -78.0240125551215 139.356171340195 8.76949228735021 -35.2519380668723 -50.3871955075206 -1.26860455071148
"Eef2k" -110.688627810391 672.820942408766 -4.51156297029938 61.3330777107772 1226.95519371272 -1.85812931066407 -30.3618716138991 -32.6963523336456 -0.5595363353223 -69.7950226197314 129.4524129953 -8.27148975001855 132.28598384474 2861.33180894464 429.632137293186 30.6974133396293 657.84007805022 0.602270072501719 -15.1433667671072 5.32574311087077 -1.10759222096456
"Egfem1" 1539.72182255284 662.365501259482 2.70183660708525 535.857741976068 -1006.77876679412 -1.16914742115783 -13.4263287379481 -165.314276591303 -0.930473105553608 418.545264182566 1061.73410647216 4.45946378298223 535.486684232036 1992.99510052356 -61.9574418549589 236.103502546208 68.3975214519199 2.33374386065414 1.29816718899269 -78.9656161641185 -4.53773737579519
"Ell" -539.005453993004 -1020.57064354996 -11.5155355435561 -151.205473932243 -689.307317838416 -6.09240014864208 -55.0708798400549 -74.513990508201 0.242071247158517 -128.552507178262 -382.337211947133 -7.28291407287555 -257.267811113153 -243.646358166653 -144.056076361737 -114.288043089353 -220.112318459118 -2.95862658505838 -27.9538808640791 -31.909799128493 -1.50320818932581
"Elmo2" -258.213040916415 3057.21776554594 0.286069359228024 16.7606308237735 3592.72302406356 28.6415071925568 50.2186918726157 272.615210218463 0.754154045661698 -149.94811040925 -175.28850399851 0.52176589693613 -314.264785079432 1284.46933547808 272.463923660955 -154.966193141334 -207.633886279006 1.38892285740027 2.97492046610781 177.969391650896 5.40484429449418
"Emb" -519.431897125115 318.925290798947 -22.639230490884 -126.642689984881 976.67525238779 -34.4202679278216 14.9654507317552 209.16606109392 -0.831549995188151 -120.283332631909 -101.772910885667 -9.35266567784513 -132.248215905404 1312.45637722089 -1007.65171428859 -93.6491185052702 148.905577231743 -6.76235492855604 -7.37390402771237 76.3345172705964 -3.06958304987543
"Epha10" 367.964609438559 1920.90707499299 -23.0970991074247 99.167867171664 1653.23827505784 -36.6016829477008 -12.6103314021599 -18.3162190818354 -0.930473105553608 102.598684550984 1517.67296008487 -11.3882479216439 349.946057132628 3568.25126933541 -1296.56795966487 120.673495902594 982.748633134466 -7.08504427959374 18.5443959182958 91.7859478547322 -4.13903518181822
"Erbb4" 2774.63179839565 -900.225115103489 71.397028480049 724.364168370297 -958.331147833028 94.5410904155865 149.544564734421 -200.294784730147 -0.930473105553608 1227.1337590212 86.5267646037504 46.0695781022027 1527.86353916109 -1346.12101617389 3298.55360009864 694.668130346031 294.486559480701 33.9297734575356 125.285125495116 -116.663839344292 -1.34071263145419
"Etv1" -455.04084285971 983.332496548519 43.698346585369 -230.721791307504 796.562353584414 60.7877651181838 -33.0660393275644 7.39799808900717 1.61797150322837 -164.88345411483 -132.581850216408 7.04622204435231 -429.305691038549 -286.11108232452 1519.43644978769 -140.066904815741 -158.53344651429 4.95995285739701 -35.7488897615222 11.6980776878811 6.82925826189707
"Exosc10" -373.010615026019 -718.148529860141 -10.2808876220556 -104.576266527735 -610.562372308999 -8.87578391499567 42.752329284782 125.92539205892 0.481173541159739 -60.9387934321869 65.3171743246839 -5.16043748351179 -182.285781106634 -298.7246513598 -306.426828396097 -66.0226946716909 3.26123416885127 -1.19198849643374 28.561535201361 93.0958822583685 0.62451697185704
"Fam163b" 307.670074740202 6285.22797460036 -20.5378654731645 42.5028774046011 3209.98372805988 -28.6123260408151 37.8187915130901 268.883035644452 -0.831549995188151 -141.512406488656 43.7998911016433 -10.1224639439345 -498.916007403157 -705.201730348887 -1293.74991065645 -193.669801588803 -632.352480310926 -9.70635187952187 -28.2485577116245 50.6043614556117 -3.25005255040281
"Fam214a" 123.004557596723 490.806609165758 21.0426000020247 162.731668795434 1189.81218488407 44.1704920895282 -15.8385914047902 -20.4566971991191 -0.0344872512554034 -91.472570354519 -167.673060230974 -1.74863165067499 178.924360224669 1621.82440523061 2285.8791737829 11.4689102511947 563.00754818925 4.66473945099653 8.02562695292554 34.7943108765387 4.23562914024535
"Fancc" -476.005968125598 -1356.52597179328 -10.7778549210078 -98.101566918961 -552.72167048641 -11.6937279350173 -55.9957407804261 -101.951240335987 -0.169050285032183 -113.452611239328 -432.446407387368 -4.9917141755496 -133.017649079646 -118.226221888026 -324.051257267037 -55.6236538348464 -25.5710378149496 -2.47170049643256 -36.2839812896192 -75.7716886331411 0.093860473889351
"Fgf1" -127.216092567684 -2168.44824128027 29.9457318669275 127.532023675654 -1257.0710372507 35.7020373203109 -34.2901737475535 -189.924402041186 0.821163710606736 8.86689495683633 -712.84811802774 -1.77167479350054 669.785517455103 -445.054846367447 1027.53684239617 255.695991536431 456.145506859711 3.90730919250801 -32.6471061855703 -106.988786419068 4.90930049721534
"Fggy" -545.284322573964 -649.890714964025 -1.82408481820512 -110.871889396262 449.261082950237 12.3783880126967 -35.5461142117083 39.4129356499571 -0.261369666045317 -112.038439716202 -101.233456145244 -3.63927888952696 -92.180143739432 1221.82677335501 538.614539835635 -50.6097885151967 406.152627698981 2.08865203029484 -34.1898671891954 -36.8253468924282 -0.162541870162108
"Fhl1" 457.100699062577 -783.360915962303 -12.0118248389972 258.72468901246 -326.957420250214 -4.84127646883703 134.63656291179 69.1816333302948 -0.292633131916629 -54.0309078565363 -565.874951488725 -7.05543968518112 -24.0591039812706 -1422.96646393276 -479.202118291248 -78.5303333912247 -637.051606705922 -5.65397779834869 56.5422908545991 13.0514320775187 -0.432169779827483
"Foxp2" -769.193194346953 1579.70455627552 -11.1104928444518 -313.745306164271 -124.735277695801 -21.0702188021964 -88.0692929739352 -32.4747770635601 -0.930473105553608 -102.863861886678 1756.71200063911 -5.15095297663528 -504.192705904367 757.360503571833 -515.880837621124 -120.334328938804 991.497183785302 -2.06304592735086 -53.2652747104311 11.7767623741382 -4.51609642602187
"Frmd4b" 689.384059943026 -2393.24955645976 70.5270020452453 237.659836222463 -2236.85005971998 96.6572614091313 -44.841059613066 -192.382244392569 0.119972777379408 169.553175312744 -907.65868368718 25.0122981463332 548.200657653483 -2319.41924032661 4191.09494350767 237.592704279889 -530.68241657762 29.0267004890578 -11.5748493969009 -105.861148788705 13.022002140844
"Frmpd3" 1060.51752523497 846.902146250581 -22.6751813626535 390.305562306596 842.051808362767 -37.6856846992708 23.471387807852 -107.070083531215 -0.930473105553608 91.2735013803363 -111.446585288835 -11.9149218927298 455.711564302739 120.406408964896 -1324.96692953274 166.101782120485 216.206614962122 -7.65265623373128 46.7614024091125 9.16614930997594 -4.07044199440919
"Fstl5" 1184.17310635145 -502.634959127896 -18.7187711807378 400.923072869527 -97.1233149607326 -30.0322332658996 51.7745655619638 -95.9827134249384 -0.930473105553608 185.476912307986 -146.425482277399 -7.66906379062001 699.161672585522 6.05569018076852 -1074.70780260393 262.829353676559 372.373449155708 -5.24575965302642 26.2344822151787 -63.8017980455024 -4.50478933461335
"Gad1" 2977.41275567216 -2364.20721524877 -17.2204520583288 772.810862733596 -2277.34182558218 -11.4276545330481 228.793643372487 -177.237390682145 -0.816792628200774 800.445912039064 -770.353450468672 -3.74673455482169 1337.93190341528 -2855.41277625215 -813.251013275413 360.394036288711 -920.539616476651 -6.86189657098754 203.893317597342 -85.1435676488919 -0.571437513742431
"Gad2" 2971.28722263526 -2240.73507798083 -15.5861630431034 770.624129381119 -2289.64341822171 -16.2150056290594 217.457113508132 -195.289867783994 -0.827273806963801 531.353062688241 -1147.02906338161 -9.92720998778363 1268.64578980158 -3028.29164437802 -1047.17853043842 392.452518146841 -1007.08835793625 -8.06796164504237 176.957269642412 -106.619747971611 -2.86811241746546
"Galnt14" 1088.20994258035 559.674671300784 -22.8162337288397 433.539029572818 -430.499761630688 -35.1479474199136 62.8996090778185 -5.55962963569629 -0.930473105553608 103.258836790947 190.657593893884 -10.6572045356576 326.469683760335 175.661113761608 -1265.26080625753 140.837454531539 62.9398297697367 -8.0274261517532 26.4922188949663 -5.81725961437109 -3.98000463639535
"Galnt7" 252.904653414591 -702.809527315103 -6.40192566184739 242.447821299886 319.723248305076 12.342203009278 -11.0704073934109 -104.402889947397 -0.413058785959556 -27.0431091355355 -535.080397964021 -8.34036952404904 430.792146658379 675.838561729678 1013.89861037994 110.66009487663 -117.335397999468 1.17055670370685 3.69435901849622 -34.9476180353894 -3.07172671514414
"Galnt9" -251.421331220343 5470.48373110916 -20.8709167701127 -107.733557496402 3866.22070376745 -31.9256018765552 6.34433243643153 302.236672689445 -0.831549995188151 -3.75988995967799 1568.00835044969 -4.47574450617604 8.44520998583569 4723.45916915904 -1167.03864788532 -21.6592799910313 -28.6224644121338 -6.38843047520123 -12.6193686602001 182.797591945472 -2.93378489715692
"Gipc1" -264.329570273098 1409.47550139145 2.2456748206978 -117.58350082192 998.18844155454 -2.27075169337291 86.3521295141376 293.789480823904 1.66403349925312 -86.3795102280084 58.405551085831 0.325025872067373 -280.311969184559 -123.314938580091 -366.136209116817 -153.585452013853 -469.053906712655 -3.53797923560975 -6.13677865169739 47.2699913072733 -2.12481240501099
"Glra2" -116.187982622204 -1009.08196927631 -25.2202310461824 3.39635755244419 -1379.64922271484 -40.9692944727633 -8.6203228673217 -22.6042305838398 -0.930473105553608 -83.1319643174004 -498.414436114532 -11.7144849624411 -185.336488261033 -1988.56349950679 -1368.75842991424 -68.2111090815164 -398.194555508959 -8.93654013839908 -27.2262505330317 -56.5565746030696 -4.50259132736742
"Glul" 329.147377622455 791.538345637473 146.133855437474 178.614831047019 537.398111501929 150.152242344841 84.5651635707446 121.093487451053 4.82815925505027 -36.2148054863389 -216.747695265659 111.387873414202 -18.462204473267 81.1798046212935 6311.20181329491 -171.419451681332 -790.586061657516 37.9797753780402 -2.94626928963504 0.740476511614949 33.1985877647044
"Gm13629" 137.137955518695 -1544.64126197006 -24.2472535394987 -9.68515216101884 -798.819774150063 -41.2677313755669 42.977376391808 -127.526022846903 -0.930473105553608 172.778640658383 -558.884414252833 -11.4886097658641 447.213910223295 -837.445752813281 -1354.79721232265 245.349031577542 228.149295315663 -8.60586827959914 50.4744815414317 -34.3299113600273 -4.48197758062834
"Gm19410" -932.438604078192 -1102.70466348966 -25.92205636476 -382.141572192024 -1053.3391333399 -41.7016159585889 -75.9044865032709 -18.9545049045279 -0.930473105553608 -193.364008599209 -369.256235448378 -12.2905886110121 -518.195279101956 -181.890866417422 -1359.80503284857 -150.778072145326 88.3185206267543 -9.02880724434825 -41.9522357474135 62.8784743726189 -3.97020961501925
"Gm20063" -837.544362739781 -290.297101978462 -25.375477398571 -307.924268827437 18.8338684723528 -41.4110990400973 -64.7230932024494 11.4722815111505 -0.930473105553608 -204.160509956693 -91.5753459724454 -11.0977144360918 -584.490809847041 -102.872898396799 -1370.77445188628 -197.164181756514 -102.269188830975 -8.3627764359629 -41.8384169987808 39.332743171928 -4.17461321114615
"Gm28175" 263.562163973785 -882.63289857672 -11.9797394637487 144.042733205011 -95.1155439179343 -18.23299880863 -16.7941266376536 -129.815677416006 -0.930473105553608 33.2708516573706 168.84594499321 -2.61115966021574 -17.6525195763045 59.7099971438791 -571.14361713772 14.4358506873404 337.400877261066 -2.41895664590232 -11.5067910271432 -36.4090870951568 -3.44312798495939
"Gm2824" -779.377801001874 743.652119259404 -23.1845413967773 -221.057501409284 1250.79935988327 -33.4669968651519 -67.387538153093 69.0165722745163 -0.930473105553608 -203.908870075011 -407.960774683658 -11.0622141038307 -513.470130412045 1626.93690651673 -1188.61632717431 -181.615855916915 407.5854578064 -7.28979801293174 -45.6460670812543 61.9606865599962 -3.94682833608293
"Gm5577" -465.9883995334 -871.415017556728 -20.6526716306256 -105.186938506977 -408.986261750373 -31.0747535817216 -57.0141771579514 -88.8073322472989 -0.735966019375145 -95.2616485751576 158.688903916039 -10.5399855650582 -191.660228695081 544.324429533826 -929.678295891464 -93.7641977461021 99.5423577883975 -4.89562829395561 -24.59905644114 0.270157825904198 -4.07024149045768
"Gng12" -327.56996286374 2202.47621969917 82.2210052170511 -94.3560869491971 855.669361314908 99.0715093661664 -47.0010728538102 104.072305866357 2.46203628054113 -142.359985095095 107.974608379424 8.73144911179719 -369.838675798182 738.534691484026 2964.00871030352 -123.162047704803 150.987737678836 10.8586344396055 -46.5738191301327 1.11460882978757 3.74077078226673
"Gpc5" -721.913895797388 -487.952531264633 85.3177780681793 -242.019868361695 -176.517129978943 59.1658547913726 -87.5802748049061 -178.724988744543 0.126587346511567 -105.440993883205 525.51940537382 99.786724612903 -313.956495272881 863.807038095624 2736.29739252422 -74.3934108512888 463.910964700649 28.9795562434069 -53.3183436090297 -109.940119627612 4.46789009760316
"Gpr176" 713.562378110198 -1979.56303353426 -20.4787595990077 233.776380656396 -1815.57205173739 -33.4639416462714 25.4580801191425 -164.89798806925 -0.930473105553608 171.054640506356 -1016.89541465858 -11.8823357087547 585.478424334071 -2043.63712327501 -1207.7038385391 329.910536439122 -472.312287826983 -7.6343718766373 7.20693147065465 -110.571137752086 -4.67226948101162
"Gprin3" -587.793896505923 -979.473151984 -25.3009074783308 -138.456103663305 32.3511315865959 -41.0009578371034 -49.4067066447096 -53.0369436560854 -0.930473105553608 -177.113123409408 -408.675737085941 -12.305802683833 -368.303862832394 116.474903668572 -1336.88580126285 -132.873089745057 392.71077520722 -8.83230261686045 -36.7687811761902 -6.35228061963659 -4.18092737494359
"Grb14" -719.45054909638 -1331.3248922116 46.9283683376176 -229.1763413615 -683.508345594501 67.3945372658231 -51.2888782750626 50.5493186870746 0.337206012950454 -184.32926861741 -465.887483813882 7.19522070668347 -397.887580235028 415.536243581672 2164.18526352779 -144.737457270976 -146.026711133032 11.9991027184832 -38.1797656497668 -2.87410752466061 9.86527703264822
"Grik1" 2049.80668638669 -1760.27934755009 -11.5338857835007 534.356454613904 -1376.58548474714 -9.44685805948462 63.714273575944 -166.69057250302 -0.930473105553608 752.647377387873 -621.896498244157 -4.94691872370951 1291.17114223789 -2397.40989685856 -236.325712682203 544.451184476374 -502.841031403976 0.0920973692378463 105.269541109996 -86.0880624196135 -3.32126121025635
"Grik3" 562.975657880008 4099.81025067745 8.11783380317384 50.4374323777748 1361.37493288629 -3.309359887844 -29.84766138142 28.7858721262831 -0.930473105553608 -0.533647608941282 708.74265707705 -7.23650356501174 200.748710619891 2380.10965913645 -897.190979096934 74.5043445925858 1298.31892794924 -5.66293226532826 -23.850898604112 52.4211760860182 -4.29898818176193
"Grin3a" 875.054159525336 -1588.18086792998 4.42379281793831 243.585258290449 -1680.74610955224 -0.643550088875864 16.5823832381191 -151.04739166981 -0.794869747188709 207.222057560935 -988.249282770004 -3.08707064470089 297.530326209401 -2182.23416740974 -33.7333067739912 130.687352415614 -747.36959948643 1.6002761755369 10.8560949121481 -106.271815361303 -2.85222658942791
"Hat1" -583.389813325906 -1946.0565437357 -14.4871710851771 -186.125599633192 -1686.59998246293 -18.8214776796399 99.9492335864997 248.44896782608 1.52636635655729 -126.997677994164 -742.952872910335 -7.44290568375884 -166.027696880577 -1138.67936867206 -184.598422615707 -138.67598985459 -536.423509531247 -2.89950514086154 5.07778371136438 -27.7362135790917 -0.150600859054323
"Hdx" -283.259348310615 -800.383427749267 -19.9223280309283 71.9141490841374 394.467395584245 -24.3636104810972 -40.1510797620257 -88.6585793519958 -0.930473105553608 -55.1340340912663 -87.1553051425292 -9.86559026809406 272.543419496586 1443.81827726712 -837.420797991115 45.8350012913742 541.15816735017 -4.8256823106416 -14.447227199706 -10.2672755552268 -3.91624170420395
"Herc6" -942.259317297731 -107.500141003007 -15.5419091284472 -349.305164301725 687.01053584412 -13.6355355540522 -80.4563823466537 44.6131818395408 -0.0143824000586969 -212.971953505734 -409.332503140445 -8.26289315684167 -581.836177398576 1619.47943932772 -64.4816831766249 -199.466888518389 271.714611967069 -1.12442741447582 -49.1163758042313 55.4495444715606 0.360070515523085
"Homer2" 934.555453506356 1117.11116465084 -14.5599990491548 396.098471894208 1053.44232251716 -22.0898641378319 44.8787258175611 17.4044998036185 -0.930473105553608 29.8756334119863 6.23921659269612 -9.04765368703504 349.258196791655 1214.76422591949 -806.825085310334 62.6128375925779 306.909020383486 -4.58373160762825 33.6123745782619 18.678015976177 -2.89375123631801
"Hook2" -280.824114122398 -1202.3005663076 -19.0623317838056 -67.1948964324685 -1185.61179411836 -31.1900830862102 -5.85619839218881 -43.1672676760766 -0.930473105553608 88.0326360625619 147.359714498032 -8.77767105002765 6.99426130639142 -499.152823275224 -1059.81417853602 47.0493387630801 -109.4333367649 -6.53393024029636 21.1578066019923 11.7672210526818 -2.05646097994616
"Hs3st1" -511.062119414895 -1525.26860253245 -1.05696821775867 -174.86566645121 -848.697327761739 0.348787530523184 35.9593719097796 10.9440458468708 -0.629176294591743 -22.950283217669 -563.152088807042 0.813925141462116 -47.2770779943921 -1700.77011864927 -391.027356628411 -29.1590095410955 -108.586991618273 -2.36775789230679 25.1649498948394 -45.1529522708514 4.492320774128
"Hs6st2" 423.356921355016 1464.41381325924 -21.9477495534131 276.892184842532 1431.09349451847 -31.8286807800354 9.4628451546946 51.5191191394661 -0.738629755468444 -116.606381021545 -230.545877646736 -11.8820275701277 77.3656094242757 980.429155228983 -1147.77187965549 -30.8662143296086 393.638252753483 -7.63427540602412 -19.5847472090605 -26.517675213353 -4.57012226813916
"Igsf21" -704.538410962017 1538.01474360512 -10.0525064471366 -230.025848860578 643.276524969751 -10.218072453562 -39.2236475015932 162.183877528991 -0.647308398460056 -157.889863775583 604.694616156871 -3.61790550147794 -437.410996043471 1714.33954924585 -550.943852706379 -170.513845265899 452.974621530055 -4.73506090465971 -38.8764792607696 101.588930082898 -2.89055263206456
"Il11ra1" -553.626607569821 1622.87133082917 -9.05229327131361 -223.461639591307 851.75552941076 -16.8359501686855 -53.4497740895619 42.89404629185 1.88619101192259 -28.9184657206571 1515.21849382793 -0.581776974949974 -374.984532311531 -31.3040374792782 -554.852051158693 -127.07680287044 24.7104263898222 -3.23448245895303 -34.4211736847635 79.9899360709716 -1.60910341537327
"Il17ra" -979.88331714946 -80.7390074523963 -14.6845297466152 -381.453837837029 -127.409887177574 -18.9266582089064 -89.0692382217807 29.9471676015499 -0.219108896627326 -212.434580033957 -353.803981871607 -8.50498447054183 -655.715954307526 -1024.35174726399 -770.448106934202 -220.517865586227 -539.768664550974 -5.95787581285449 -53.5204326607488 59.7465385029735 -3.25325659793793
"Il1rapl2" 209.307259745468 2268.52460764095 -12.824532657053 -90.7864921496312 218.361488297323 -21.3169240194967 -48.2876985841987 -133.531348139197 -0.930473105553608 287.742133836779 2327.44286887879 -1.81023566038488 199.581403518904 1678.68725314535 -860.911257026936 165.667606373597 920.941908209919 -0.559493954301089 -29.1533158322208 -69.6242676970963 -4.51785864508426
"Il34" -278.978174251393 1380.81720768189 -19.7018449604017 -133.698528497393 693.229514401482 -26.3510696961111 31.7933257976842 237.167060926135 2.57045564955111 -23.6074170639374 622.773664363287 -8.15307335337628 -261.902572314506 194.090965085953 -840.154894346129 -139.106347080424 -225.906502624361 -5.53789778696181 10.4512722837637 107.902360672609 -3.56851289101081
"Inhba" -936.555411845453 -381.776652164458 -22.1097716166287 -320.900732880179 -328.099453957232 -36.3527590320626 -76.5232248747261 -59.3577640459403 -0.361834240054091 -202.386161010772 -183.733301396065 -9.2435140491434 -545.532583924882 -1225.80682601686 -1225.93730559584 -182.873417994942 -169.73796595036 -7.3557519455416 -44.7922076829809 -9.93815689275621 -3.96184183727191
"Inpp4b" -79.8609319509042 -963.259771655117 4.80185007068623 -68.7148969265219 -1242.59038793984 12.0957168130195 -57.1863305496256 -115.10240870945 2.90460593576776 26.937124616191 -180.079154631539 -5.91300535527201 212.594776948813 -663.701614745284 1182.41843094362 116.529979418079 -60.6890908072393 5.05386127286231 -22.0362152809957 -69.9374162073282 -0.558693694990255
"Iqgap1" -250.652399719213 167.736174711084 1.92420253023984 9.57773510777743 587.806443010064 20.2809516551785 -51.4835798305595 -50.8250411463888 2.6699552996721 -76.6127483949275 -14.7966681176106 -4.89646848126558 44.7334031456234 1995.16605427447 185.536542119542 32.1141657687882 597.170218225445 3.37555495510286 -13.9057993364288 31.9192409078392 -0.993333223824527
"Ispd" 57.1331452338215 113.828586627953 6.17774706316325 150.337225368689 736.68123130767 24.2399959989285 -16.8788940461164 9.1410155931955 -0.930473105553608 -13.3558727121243 357.088047439348 -2.63293300272744 160.36122677097 720.304191080619 700.341430723836 33.1228120646734 419.306044568935 4.87558911741544 -29.320187396682 -39.9270958884322 -2.47084182323395
"Itgav" -636.3442051663 2659.65191987626 48.5578169236191 -231.79400784678 2363.93240925904 84.4948239242476 -56.7670899248329 39.6439190893561 1.08821781359798 -132.09614912107 1044.35114400092 23.8056840002831 -391.920812785272 720.349077750082 3298.63148341492 -97.483761080601 1340.52749074892 15.5132264785078 -35.5578834883147 11.8434084737918 6.47853945105522
"Jam3" -525.311917021402 748.855238936414 35.512898986268 -147.292881690493 405.163679438724 55.6516862169542 -42.8991012511172 28.103304353667 1.80757485651703 -130.124558645439 657.472495809479 26.2186722852376 -261.83675609696 2511.01211103681 1974.99930694724 -114.244634606575 599.831189590634 11.8494254687545 -11.1833536267614 135.62992998846 10.7058368710622
"Junb" -311.60230526974 3419.18153226442 18.6733519070491 -191.53663822985 1717.87192417545 -5.26962284272481 5.927627393964 220.838007619661 5.12470030471218 -45.5381700506727 1320.64327971481 1.41731748011729 -315.739665783231 2086.59068485772 -606.654563754088 -194.864925868414 -678.325947849296 -7.32292932193448 -3.6138006975357 115.326250275664 -0.433362535846542
"Kcnip1" 2618.66072682366 -2275.57331562618 -9.61679393907254 726.728100700066 -2323.64917312676 -15.9428165461508 189.391456387467 -162.854753561701 -0.522568884970982 669.228732895424 -1050.52649723903 -9.22172596474694 1436.72599009564 -2745.16171414311 -657.941724713053 600.563365207371 -819.206726683867 -5.53252214657497 130.175161915487 -99.8864541379157 -3.7509667496142
"Kcnip2" 69.1076108166171 3721.92675473493 -20.4462488229003 -111.310180555444 2932.31657223681 -28.1190776608488 28.2562595442771 142.262543401226 -0.930473105553608 47.9743840284255 591.34837659029 -6.61064049975039 -25.9924788123283 653.315737396244 -1149.49979093086 5.80425027231923 57.8604768730391 -7.99917967291236 1.10092187051667 40.0202103506736 -3.1304182341568
"Kcnmb2" 2292.12725832048 -2858.14119648651 -22.7188859962136 649.546125781373 -2850.43074336591 -34.8208794791025 84.6684247816201 -208.401097454065 -0.827273806963801 686.007571176861 -1196.88554153649 -10.4331235741071 1367.85834901597 -3106.30201156307 -1275.50397874441 634.233074462388 -918.666322900317 -7.59791056536716 51.5868279209729 -124.59921166389 -4.30138802788074
"Kctd4" -857.836357407572 -647.225091564634 -2.19943783450233 -339.321531459522 -596.029207930392 -2.09086880887645 -76.0581171897314 34.66531087167 -0.639456323820748 -164.604614368778 -285.763010000951 -2.03313252213403 -515.485783975125 -1101.49168063559 -352.36297123921 -174.410411000183 -572.763764381564 -2.88845779669811 -45.6737460842671 1.50857384653183 4.17917087153991
